name,time,threads
late_parallel,0.0566268,6.18169,100,1
late_parallel,0.039774,4.0237,100,2
late_parallel,0.0310577,3.15746,100,3
late_parallel,0.0277975,2.85195,100,4
late_parallel,0.026622,2.742,100,5
late_parallel,0.0253139,2.59142,100,6
late_parallel,0.0241527,2.46335,100,7
late_parallel,0.023325,2.39727,100,8
late_parallel,0.0232339,2.34004,100,9
late_parallel,0.0228062,2.31314,100,10
late_parallel,0.0224903,2.25961,100,11
late_parallel,0.0222419,2.23544,100,12
late_parallel,0.0222859,2.24374,100,13
late_parallel,0.021761,2.42476,100,14
late_parallel,0.0216585,2.17868,100,15
late_parallel,0.0214746,3.42073,100,16
late_parallel,0.0214822,3.50505,100,17
late_parallel,0.0213728,4.47222,100,18
late_parallel,0.0214729,3.67183,100,19
late_parallel,0.0214053,2.99344,100,20
late_serial,0.0289807,3.01276,100,1
earley_serial,0.0287772,2.90218,100,1
