name,time,threads
late_parallel,253.536,253.536,1,1
late_parallel,115.806,115.806,1,2
late_parallel,79.9738,79.9738,1,3
late_parallel,60.4421,60.4421,1,4
late_parallel,49.8332,49.8332,1,5
late_parallel,43.0862,43.0862,1,6
late_parallel,38.2187,38.2187,1,7
late_parallel,32.6204,32.6204,1,8
late_parallel,29.7555,63.5862,2,9
late_parallel,27.5959,58.853,2,10
late_parallel,25.0183,53.5788,2,11
late_parallel,23.4498,49.9107,2,12
late_parallel,22.4479,47.9278,2,13
late_parallel,22.5044,47.1334,2,14
late_parallel,26.462,57.3313,2,15
late_parallel,20.9318,44.4102,2,16
late_parallel,20.1895,42.7911,2,17
late_parallel,19.4535,41.2151,2,18
late_parallel,19.0003,40.0077,2,19
late_parallel,17.316,36.6808,2,20
late_serial,123.386,123.386,1,1
earley_serial,10488.5,10488.5,1,1
