name,time,threads
late_parallel,108.705,108.705,1,1
late_parallel,48.2479,48.2479,1,2
late_parallel,32.9538,32.9538,1,3
late_parallel,25.4393,53.823,2,4
late_parallel,21.0966,44.5092,2,5
late_parallel,17.9243,38.016,2,6
late_parallel,16.0975,33.6297,2,7
late_parallel,14.0359,45.6642,3,8
late_parallel,12.7268,41.4848,3,9
late_parallel,12.0936,38.5774,3,10
late_parallel,10.9903,35.8353,3,11
late_parallel,10.3829,33.9178,3,12
late_parallel,9.90008,32.2717,3,13
late_parallel,10.3913,32.7487,3,14
late_parallel,11.6187,38.885,3,15
late_parallel,9.37355,30.2353,3,16
late_parallel,8.98911,39.2543,4,17
late_parallel,8.89813,38.118,4,18
late_parallel,8.74078,37.1459,4,19
late_parallel,7.79828,33.6655,4,20
late_serial,31.7205,31.7205,1,1
earley_serial,2400.38,2400.38,1,1
