name,time,threads
late_parallel,45.7367,45.7367,1,1
late_parallel,20.3721,42.4704,2,2
late_parallel,14.1661,45.4802,3,3
late_parallel,10.9608,35.413,3,4
late_parallel,9.12414,39.9658,4,5
late_parallel,7.82135,34.2564,4,6
late_parallel,6.85032,37.7185,5,7
late_parallel,6.22699,34.2418,5,8
late_parallel,5.60486,30.766,5,9
late_parallel,5.20255,34.265,6,10
late_parallel,4.82704,32.1692,6,11
late_parallel,4.57983,30.4041,6,12
late_parallel,4.3478,33.7513,7,13
late_parallel,4.70274,34.1784,7,14
late_parallel,5.08058,32.7145,6,15
late_parallel,4.43064,32.1806,7,16
late_parallel,4.05857,31.4509,7,17
late_parallel,3.8736,30.0501,7,18
late_parallel,3.9148,33.4556,8,19
late_parallel,3.40424,30.2525,8,20
late_serial,12.3507,40.5392,3,1
earley_serial,440.793,440.793,1,1
