name,time,threads
late_parallel,11.3428,11.3428,1,1,3236409
late_parallel,5.12368,5.12368,1,2,3236409
late_parallel,3.64926,3.64926,1,3,3236409
late_parallel,3.1081,3.1081,1,4,3236409
late_parallel,2.59748,2.59748,1,5,3236409
late_parallel,2.4245,2.4245,1,6,3236409
late_parallel,2.01878,2.01878,1,7,3236409
late_parallel,1.90137,1.90137,1,8,3236409
late_parallel,1.9001,1.9001,1,9,3236409
late_parallel,1.66803,1.66803,1,10,3236409
late_parallel,1.58734,1.58734,1,11,3236409
late_parallel,1.59372,1.59372,1,12,3236409
late_parallel,1.76548,1.76548,1,13,3236409
late_parallel,1.56749,1.56749,1,14,3236409
late_parallel,2.30558,2.30558,1,15,3236409
late_parallel,2.27141,2.27141,1,16,3236409
late_parallel,1.92881,1.92881,1,17,3236409
late_parallel,1.41185,1.41185,1,18,3236409
late_parallel,1.94419,1.94419,1,19,3236409
late_parallel,1.59404,1.59404,1,20,3236409
late_serial,7.6414,7.6414,1,1,3236409
earley_serial,197.444,197.444,1,1,3236409
